time,machine_id,cpu_util
2017-11-27 01:10:00 PST,m29,32.2
2017-11-27 01:11:00 PST,m29,31.8
2017-11-27 01:12:00 PST,m29,31.153333333
2017-11-27 01:13:00 PST,m29,32.3
2017-11-27 01:14:00 PST,m29,32.3
2017-11-27 01:15:00 PST,m29,32.331666667
2017-11-27 01:16:00 PST,m29,32.241666667
2017-11-27 01:17:00 PST,m29,32.215
2017-11-27 01:18:00 PST,m29,32.8
2017-11-27 01:19:00 PST,m29,32.8
2017-11-27 01:20:00 PST,m29,32.601666667
2017-11-27 01:21:00 PST,m29,32.353333333
2017-11-27 01:22:00 PST,m29,32.305
2017-11-27 01:23:00 PST,m29,31.75
2017-11-27 01:24:00 PST,m29,32.735
2017-11-27 01:25:00 PST,m29,32.7
2017-11-27 01:26:00 PST,m29,32.5
2017-11-27 01:27:00 PST,m29,32.5
2017-11-27 01:28:00 PST,m29,32.358333333
2017-11-27 01:29:00 PST,m29,32.0
2017-11-27 01:30:00 PST,m29,31.6
2017-11-27 01:31:00 PST,m29,31.338333333
2017-11-27 01:32:00 PST,m29,32.533333333
2017-11-27 01:33:00 PST,m29,32.133333333
2017-11-27 01:34:00 PST,m29,31.713333333
2017-11-27 01:35:00 PST,m29,32.6
2017-11-27 01:36:00 PST,m29,32.536666667
2017-11-27 01:37:00 PST,m29,32.4
2017-11-27 01:38:00 PST,m29,32.293333333
2017-11-27 01:39:00 PST,m29,31.858333333
2017-11-27 01:40:00 PST,m29,31.5
2017-11-27 01:41:00 PST,m29,31.83
2017-11-27 01:42:00 PST,m29,32.573333333
2017-11-27 01:43:00 PST,m29,32.528333333
2017-11-27 01:44:00 PST,m29,32.6
2017-11-27 01:45:00 PST,m29,32.66
2017-11-27 01:46:00 PST,m29,32.64
2017-11-27 01:47:00 PST,m29,32.246666667
2017-11-27 01:48:00 PST,m29,32.4
2017-11-27 01:49:00 PST,m29,32.38
2017-11-27 01:50:00 PST,m29,32.281666667
2017-11-27 01:51:00 PST,m29,32.213333333
2017-11-27 01:52:00 PST,m29,32.23
2017-11-27 01:53:00 PST,m29,31.57
2017-11-27 01:54:00 PST,m29,31.49
2017-11-27 01:55:00 PST,m29,32.265
2017-11-27 01:56:00 PST,m29,32.081666667
2017-11-27 01:57:00 PST,m29,32.608333333
2017-11-27 01:58:00 PST,m29,31.56
2017-11-27 01:59:00 PST,m29,31.016666667
2017-11-27 02:00:00 PST,m29,31.246666667
2017-11-27 02:01:00 PST,m29,32.586666667
2017-11-27 02:02:00 PST,m29,32.43
2017-11-27 02:03:00 PST,m29,32.7
2017-11-27 02:04:00 PST,m29,32.691666667
2017-11-27 02:05:00 PST,m29,32.56
2017-11-27 02:06:00 PST,m29,32.0
2017-11-27 02:07:00 PST,m29,31.491666667
2017-11-27 02:08:00 PST,m29,31.491666667
2017-11-27 02:09:00 PST,m29,32.256666667
2017-11-27 02:10:00 PST,m29,32.396666667
2017-11-27 02:11:00 PST,m29,32.498333333
2017-11-27 02:12:00 PST,m29,32.5
2017-11-27 02:13:00 PST,m29,32.403333333
2017-11-27 02:14:00 PST,m29,3.7
2017-11-27 02:15:00 PST,m29,3.775
2017-11-27 02:16:00 PST,m29,19.586666667
2017-11-27 02:17:00 PST,m29,19.586666667
2017-11-27 02:18:00 PST,m29,30.608333333
2017-11-27 02:19:00 PST,m29,31.1
2017-11-27 02:20:00 PST,m29,31.096666667
2017-11-27 02:21:00 PST,m29,31.01
2017-11-27 02:22:00 PST,m29,31.258333333
2017-11-27 02:23:00 PST,m29,31.9
2017-11-27 02:24:00 PST,m29,31.9
2017-11-27 02:25:00 PST,m29,31.89
2017-11-27 02:26:00 PST,m29,31.705
2017-11-27 02:27:00 PST,m29,32.0
2017-11-27 02:28:00 PST,m29,32.0
2017-11-27 02:29:00 PST,m29,31.901666667
2017-11-27 02:30:00 PST,m29,32.195
2017-11-27 02:31:00 PST,m29,32.2
2017-11-27 02:32:00 PST,m29,32.2
2017-11-27 02:33:00 PST,m29,31.806666667
2017-11-27 02:34:00 PST,m29,31.406666667
2017-11-27 02:35:00 PST,m29,31.2475
2017-11-27 02:36:00 PST,m29,31.2475
2017-11-27 02:37:00 PST,m29,31.8
2017-11-27 02:38:00 PST,m29,31.899166667
2017-11-27 02:39:00 PST,m29,31.899166667
2017-11-27 02:40:00 PST,m29,31.9
2017-11-27 02:41:00 PST,m29,31.433333333
2017-11-27 02:42:00 PST,m29,31.4
2017-11-27 02:43:00 PST,m29,31.493333333
2017-11-27 02:44:00 PST,m29,31.05
2017-11-27 02:45:00 PST,m29,31.0
2017-11-27 02:46:00 PST,m29,31.53
2017-11-27 02:47:00 PST,m29,31.6
2017-11-27 02:48:00 PST,m29,31.6
2017-11-27 02:49:00 PST,m29,31.763333333
2017-11-27 02:50:00 PST,m29,31.8
2017-11-27 02:51:00 PST,m29,30.95
2017-11-27 02:52:00 PST,m29,30.8
2017-11-27 02:53:00 PST,m29,31.07
2017-11-27 02:54:00 PST,m29,31.62
2017-11-27 02:55:00 PST,m29,31.7
2017-11-27 02:56:00 PST,m29,31.975
2017-11-27 02:57:00 PST,m29,31.64
2017-11-27 02:58:00 PST,m29,31.43
2017-11-27 02:59:00 PST,m29,31.4
2017-11-27 03:00:00 PST,m29,31.4
2017-11-27 03:01:00 PST,m29,31.236666667
2017-11-27 03:02:00 PST,m29,31.866666667
2017-11-27 03:03:00 PST,m29,31.373333333
2017-11-27 03:04:00 PST,m29,31.813333333
2017-11-27 03:05:00 PST,m29,32.0
2017-11-27 03:06:00 PST,m29,31.925
2017-11-27 03:07:00 PST,m29,31.9
2017-11-27 03:08:00 PST,m29,31.9
2017-11-27 03:09:00 PST,m29,32.033333333
2017-11-27 03:10:00 PST,m29,32.1
2017-11-27 03:11:00 PST,m29,32.1
2017-11-27 03:12:00 PST,m29,31.92
2017-11-27 03:13:00 PST,m29,31.863333333
2017-11-27 03:14:00 PST,m29,31.776666667
2017-11-27 03:15:00 PST,m29,31.7
2017-11-27 03:16:00 PST,m29,31.32
2017-11-27 03:17:00 PST,m29,31.62
2017-11-27 03:18:00 PST,m29,31.9
2017-11-27 03:19:00 PST,m29,31.9
2017-11-27 03:20:00 PST,m29,32.1
2017-11-27 03:21:00 PST,m29,32.133333333
2017-11-27 03:22:00 PST,m29,32.1
2017-11-27 03:23:00 PST,m29,32.1
2017-11-27 03:24:00 PST,m29,32.1
2017-11-27 03:25:00 PST,m29,32.1
2017-11-27 03:26:00 PST,m29,32.1
2017-11-27 03:27:00 PST,m29,31.63
2017-11-27 03:28:00 PST,m29,31.421666667
2017-11-27 03:29:00 PST,m29,31.4
2017-11-27 03:30:00 PST,m29,31.32
2017-11-27 03:31:00 PST,m29,31.463333333
2017-11-27 03:32:00 PST,m29,31.5
2017-11-27 03:33:00 PST,m29,32.02
2017-11-27 03:34:00 PST,m29,31.335
2017-11-27 03:35:00 PST,m29,30.605
2017-11-27 03:36:00 PST,m29,30.98
2017-11-27 03:37:00 PST,m29,32.035
2017-11-27 03:38:00 PST,m29,32.2
2017-11-27 03:39:00 PST,m29,31.94
2017-11-27 03:40:00 PST,m29,31.815
2017-11-27 03:41:00 PST,m29,31.8
2017-11-27 03:42:00 PST,m29,31.12
2017-11-27 03:43:00 PST,m29,31.49
2017-11-27 03:44:00 PST,m29,7.205
2017-11-27 03:45:00 PST,m29,0.77666666667
2017-11-27 03:46:00 PST,m29,0.215
2017-11-27 03:47:00 PST,m29,0.2
2017-11-27 03:48:00 PST,m29,0.29333333333
2017-11-27 03:49:00 PST,m29,0.21166666667
2017-11-27 03:50:00 PST,m29,0.2
2017-11-27 03:51:00 PST,m29,0.2
2017-11-27 03:52:00 PST,m29,0.2
2017-11-27 03:53:00 PST,m29,0.2
2017-11-27 03:54:00 PST,m29,0.2
2017-11-27 03:55:00 PST,m29,0.2
2017-11-27 03:56:00 PST,m29,0.2
2017-11-27 03:57:00 PST,m29,0.2
2017-11-27 03:58:00 PST,m29,0.2
2017-11-27 03:59:00 PST,m29,0.2
2017-11-27 04:00:00 PST,m29,0.2
2017-11-27 04:01:00 PST,m29,0.2
2017-11-27 04:02:00 PST,m29,0.2
2017-11-27 04:03:00 PST,m29,0.2
2017-11-27 04:04:00 PST,m29,0.2
2017-11-27 04:05:00 PST,m29,0.2
2017-11-27 04:06:00 PST,m29,0.2
2017-11-27 04:07:00 PST,m29,0.2
2017-11-27 04:08:00 PST,m29,0.2
2017-11-27 04:09:00 PST,m29,0.2
2017-11-27 04:10:00 PST,m29,0.2
2017-11-27 04:11:00 PST,m29,0.2
2017-11-27 04:12:00 PST,m29,0.20666666667
2017-11-27 04:13:00 PST,m29,0.39666666667
2017-11-27 04:14:00 PST,m29,0.2
2017-11-27 04:15:00 PST,m29,0.2
2017-11-27 04:16:00 PST,m29,0.2
2017-11-27 04:17:00 PST,m29,0.2
2017-11-27 04:18:00 PST,m29,0.2
2017-11-27 04:19:00 PST,m29,0.2
2017-11-27 04:20:00 PST,m29,0.2
2017-11-27 04:21:00 PST,m29,0.2
2017-11-27 04:22:00 PST,m29,0.2
2017-11-27 04:23:00 PST,m29,0.2
2017-11-27 04:24:00 PST,m29,0.2
2017-11-27 04:25:00 PST,m29,0.205
2017-11-27 04:26:00 PST,m29,0.3
2017-11-27 04:27:00 PST,m29,0.29666666667
2017-11-27 04:28:00 PST,m29,0.205
2017-11-27 04:29:00 PST,m29,0.3
2017-11-27 04:30:00 PST,m29,0.29333333333
2017-11-27 04:31:00 PST,m29,0.20833333333
2017-11-27 04:32:00 PST,m29,0.29166666667
2017-11-27 04:33:00 PST,m29,0.2
2017-11-27 04:34:00 PST,m29,0.2
2017-11-27 04:35:00 PST,m29,0.21333333333
2017-11-27 04:36:00 PST,m29,0.3
2017-11-27 04:37:00 PST,m29,0.285
2017-11-27 04:38:00 PST,m29,0.21666666667
2017-11-27 04:39:00 PST,m29,0.3
2017-11-27 04:40:00 PST,m29,0.28
2017-11-27 04:41:00 PST,m29,0.215
2017-11-27 04:42:00 PST,m29,0.3
2017-11-27 04:43:00 PST,m29,0.28833333333
2017-11-27 04:44:00 PST,m29,0.21
2017-11-27 04:45:00 PST,m29,0.3
2017-11-27 04:46:00 PST,m29,0.285
2017-11-27 04:47:00 PST,m29,0.21166666667
2017-11-27 04:48:00 PST,m29,0.3
2017-11-27 04:49:00 PST,m29,0.285
2017-11-27 04:50:00 PST,m29,0.21166666667
2017-11-27 04:51:00 PST,m29,0.3
2017-11-27 04:52:00 PST,m29,0.29333333333
2017-11-27 04:53:00 PST,m29,0.2
2017-11-27 04:54:00 PST,m29,0.2
2017-11-27 04:55:00 PST,m29,0.205
2017-11-27 04:56:00 PST,m29,0.3
2017-11-27 04:57:00 PST,m29,0.29166666667
2017-11-27 04:58:00 PST,m29,0.20833333333
2017-11-27 04:59:00 PST,m29,0.3
2017-11-27 05:00:00 PST,m29,0.29333333333
2017-11-27 05:01:00 PST,m29,0.205
2017-11-27 05:02:00 PST,m29,0.29
2017-11-27 05:03:00 PST,m29,0.2
2017-11-27 05:04:00 PST,m29,0.2
2017-11-27 05:05:00 PST,m29,0.21666666667
2017-11-27 05:06:00 PST,m29,0.3
2017-11-27 05:07:00 PST,m29,0.285
2017-11-27 05:08:00 PST,m29,0.21166666667
2017-11-27 05:09:00 PST,m29,0.3
2017-11-27 05:10:00 PST,m29,0.28666666667
2017-11-27 05:11:00 PST,m29,0.215
2017-11-27 05:12:00 PST,m29,0.31666666667
2017-11-27 05:13:00 PST,m29,0.4
2017-11-27 05:14:00 PST,m29,0.36
2017-11-27 05:15:00 PST,m29,0.2
2017-11-27 05:16:00 PST,m29,0.2
2017-11-27 05:17:00 PST,m29,0.2
2017-11-27 05:18:00 PST,m29,0.2
2017-11-27 05:19:00 PST,m29,0.2
2017-11-27 05:20:00 PST,m29,0.2
2017-11-27 05:21:00 PST,m29,0.2
2017-11-27 05:22:00 PST,m29,0.2
2017-11-27 05:23:00 PST,m29,0.2
2017-11-27 05:24:00 PST,m29,0.2
2017-11-27 05:25:00 PST,m29,0.2
2017-11-27 05:26:00 PST,m29,0.2
2017-11-27 05:27:00 PST,m29,0.2
2017-11-27 05:28:00 PST,m29,0.2
2017-11-27 05:29:00 PST,m29,0.2
2017-11-27 05:30:00 PST,m29,0.2
2017-11-27 05:31:00 PST,m29,0.2
2017-11-27 05:32:00 PST,m29,0.2
2017-11-27 05:33:00 PST,m29,0.22666666667
2017-11-27 05:34:00 PST,m29,0.3
2017-11-27 05:35:00 PST,m29,0.275
2017-11-27 05:36:00 PST,m29,0.22666666667
2017-11-27 05:37:00 PST,m29,0.3
2017-11-27 05:38:00 PST,m29,0.275
2017-11-27 05:39:00 PST,m29,0.225
2017-11-27 05:40:00 PST,m29,0.3
2017-11-27 05:41:00 PST,m29,0.27833333333
2017-11-27 05:42:00 PST,m29,0.21833333333
2017-11-27 05:43:00 PST,m29,0.28333333333
2017-11-27 05:44:00 PST,m29,0.2
2017-11-27 05:45:00 PST,m29,0.2
2017-11-27 05:46:00 PST,m29,0.2
2017-11-27 05:47:00 PST,m29,0.2
2017-11-27 05:48:00 PST,m29,0.21333333333
2017-11-27 05:49:00 PST,m29,0.3
2017-11-27 05:50:00 PST,m29,0.3
2017-11-27 05:51:00 PST,m29,0.3
2017-11-27 05:52:00 PST,m29,0.285
2017-11-27 05:53:00 PST,m29,0.2
2017-11-27 05:54:00 PST,m29,0.215
2017-11-27 05:55:00 PST,m29,0.3
2017-11-27 05:56:00 PST,m29,0.285
2017-11-27 05:57:00 PST,m29,0.21666666667
2017-11-27 05:58:00 PST,m29,0.3
2017-11-27 05:59:00 PST,m29,0.28
2017-11-27 06:00:00 PST,m29,0.21833333333
2017-11-27 06:01:00 PST,m29,0.28333333333
2017-11-27 06:02:00 PST,m29,0.2
2017-11-27 06:03:00 PST,m29,0.21166666667
2017-11-27 06:04:00 PST,m29,0.29166666667
2017-11-27 06:05:00 PST,m29,0.2
2017-11-27 06:06:00 PST,m29,0.2
2017-11-27 06:07:00 PST,m29,0.2
2017-11-27 06:08:00 PST,m29,0.2
2017-11-27 06:09:00 PST,m29,0.21166666667
2017-11-27 06:10:00 PST,m29,0.28833333333
2017-11-27 06:11:00 PST,m29,0.2
2017-11-27 06:12:00 PST,m29,0.2
2017-11-27 06:13:00 PST,m29,0.2
2017-11-27 06:14:00 PST,m29,0.21333333333
2017-11-27 06:15:00 PST,m29,0.28333333333
2017-11-27 06:16:00 PST,m29,0.2
2017-11-27 06:17:00 PST,m29,0.22166666667
2017-11-27 06:18:00 PST,m29,0.3
2017-11-27 06:19:00 PST,m29,0.3
2017-11-27 06:20:00 PST,m29,0.3
2017-11-27 06:21:00 PST,m29,0.3
2017-11-27 06:22:00 PST,m29,0.275
2017-11-27 06:23:00 PST,m29,0.22666666667
2017-11-27 06:24:00 PST,m29,0.3
2017-11-27 06:25:00 PST,m29,0.275
2017-11-27 06:26:00 PST,m29,0.22666666667
2017-11-27 06:27:00 PST,m29,0.3
2017-11-27 06:28:00 PST,m29,0.27333333333
2017-11-27 06:29:00 PST,m29,0.23
2017-11-27 06:30:00 PST,m29,0.3
2017-11-27 06:31:00 PST,m29,0.27333333333
2017-11-27 06:32:00 PST,m29,0.22833333333
2017-11-27 06:33:00 PST,m29,0.27666666667
2017-11-27 06:34:00 PST,m29,0.2
2017-11-27 06:35:00 PST,m29,0.215
2017-11-27 06:36:00 PST,m29,0.28166666667
2017-11-27 06:37:00 PST,m29,0.2
2017-11-27 06:38:00 PST,m29,0.22
2017-11-27 06:39:00 PST,m29,0.28166666667
2017-11-27 06:40:00 PST,m29,0.2
2017-11-27 06:41:00 PST,m29,0.21666666667
2017-11-27 06:42:00 PST,m29,0.3
2017-11-27 06:43:00 PST,m29,0.3
2017-11-27 06:44:00 PST,m29,0.3
2017-11-27 06:45:00 PST,m29,0.28166666667
2017-11-27 06:46:00 PST,m29,0.2
2017-11-27 06:47:00 PST,m29,0.21166666667
2017-11-27 06:48:00 PST,m29,0.29166666667
2017-11-27 06:49:00 PST,m29,0.2
2017-11-27 06:50:00 PST,m29,0.21
2017-11-27 06:51:00 PST,m29,0.285
2017-11-27 06:52:00 PST,m29,0.2
2017-11-27 06:53:00 PST,m29,0.21166666667
2017-11-27 06:54:00 PST,m29,0.28833333333
2017-11-27 06:55:00 PST,m29,0.2
2017-11-27 06:56:00 PST,m29,0.2
2017-11-27 06:57:00 PST,m29,0.2
2017-11-27 06:58:00 PST,m29,0.2
2017-11-27 06:59:00 PST,m29,0.21333333333
2017-11-27 07:00:00 PST,m29,0.29
2017-11-27 07:01:00 PST,m29,0.2
2017-11-27 07:02:00 PST,m29,0.21166666667
2017-11-27 07:03:00 PST,m29,0.285
2017-11-27 07:04:00 PST,m29,0.2
2017-11-27 07:05:00 PST,m29,0.22166666667
2017-11-27 07:06:00 PST,m29,0.3
2017-11-27 07:07:00 PST,m29,0.3
2017-11-27 07:08:00 PST,m29,0.3
2017-11-27 07:09:00 PST,m29,0.28333333333
2017-11-27 07:10:00 PST,m29,0.2
2017-11-27 07:11:00 PST,m29,0.215
2017-11-27 07:12:00 PST,m29,0.3
2017-11-27 07:13:00 PST,m29,0.3
2017-11-27 07:14:00 PST,m29,0.28166666667
2017-11-27 07:15:00 PST,m29,0.2
2017-11-27 07:16:00 PST,m29,0.2
2017-11-27 07:17:00 PST,m29,0.21666666667
2017-11-27 07:18:00 PST,m29,0.28166666667
2017-11-27 07:19:00 PST,m29,0.2
2017-11-27 07:20:00 PST,m29,0.21833333333
2017-11-27 07:21:00 PST,m29,0.28333333333
2017-11-27 07:22:00 PST,m29,0.2
2017-11-27 07:23:00 PST,m29,0.21166666667
2017-11-27 07:24:00 PST,m29,0.28666666667
2017-11-27 07:25:00 PST,m29,0.2
2017-11-27 07:26:00 PST,m29,0.20666666667
2017-11-27 07:27:00 PST,m29,0.24833333333
2017-11-27 07:28:00 PST,m29,0.24833333333
2017-11-27 07:29:00 PST,m29,0.205
2017-11-27 07:30:00 PST,m29,0.29666666667
2017-11-27 07:31:00 PST,m29,0.2
2017-11-27 07:32:00 PST,m29,0.20333333333
2017-11-27 07:33:00 PST,m29,0.3
2017-11-27 07:34:00 PST,m29,0.3
2017-11-27 07:35:00 PST,m29,0.30833333333
2017-11-27 07:36:00 PST,m29,0.395
2017-11-27 07:37:00 PST,m29,0.3
2017-11-27 07:38:00 PST,m29,0.3
2017-11-27 07:39:00 PST,m29,0.3
2017-11-27 07:40:00 PST,m29,0.3
2017-11-27 07:41:00 PST,m29,0.3
2017-11-27 07:42:00 PST,m29,0.3
2017-11-27 07:43:00 PST,m29,0.3
2017-11-27 07:44:00 PST,m29,0.3
2017-11-27 07:45:00 PST,m29,0.29
2017-11-27 07:46:00 PST,m29,0.2
2017-11-27 07:47:00 PST,m29,0.21333333333
2017-11-27 07:48:00 PST,m29,0.3
2017-11-27 07:49:00 PST,m29,0.3
2017-11-27 07:50:00 PST,m29,0.3
2017-11-27 07:51:00 PST,m29,0.3
2017-11-27 07:52:00 PST,m29,0.3
2017-11-27 07:53:00 PST,m29,0.3
2017-11-27 07:54:00 PST,m29,0.28833333333
2017-11-27 07:55:00 PST,m29,0.2
2017-11-27 07:56:00 PST,m29,0.255
2017-11-27 07:57:00 PST,m29,1.25
2017-11-27 07:58:00 PST,m29,0.295
2017-11-27 07:59:00 PST,m29,0.2
2017-11-27 08:00:00 PST,m29,0.2
2017-11-27 08:01:00 PST,m29,0.2
2017-11-27 08:02:00 PST,m29,0.2
2017-11-27 08:03:00 PST,m29,0.2
2017-11-27 08:04:00 PST,m29,0.2
2017-11-27 08:05:00 PST,m29,0.2
2017-11-27 08:06:00 PST,m29,0.2
2017-11-27 08:07:00 PST,m29,0.2
2017-11-27 08:08:00 PST,m29,0.2
2017-11-27 08:09:00 PST,m29,0.2
2017-11-27 08:10:00 PST,m29,0.2
2017-11-27 08:11:00 PST,m29,0.2
2017-11-27 08:12:00 PST,m29,0.2
2017-11-27 08:13:00 PST,m29,0.2
2017-11-27 08:14:00 PST,m29,0.2
2017-11-27 08:15:00 PST,m29,0.2
2017-11-27 08:16:00 PST,m29,0.2
2017-11-27 08:17:00 PST,m29,0.2
2017-11-27 08:18:00 PST,m29,0.2
2017-11-27 08:19:00 PST,m29,0.2
2017-11-27 08:20:00 PST,m29,0.2
2017-11-27 08:21:00 PST,m29,0.2
2017-11-27 08:22:00 PST,m29,0.2
2017-11-27 08:23:00 PST,m29,0.2
2017-11-27 08:24:00 PST,m29,0.2
2017-11-27 08:25:00 PST,m29,0.2
2017-11-27 08:26:00 PST,m29,0.2
2017-11-27 08:27:00 PST,m29,0.2
2017-11-27 08:28:00 PST,m29,0.2
2017-11-27 08:29:00 PST,m29,0.2
2017-11-27 08:30:00 PST,m29,0.2
2017-11-27 08:31:00 PST,m29,0.2
2017-11-27 08:32:00 PST,m29,0.2
2017-11-27 08:33:00 PST,m29,0.2
2017-11-27 08:34:00 PST,m29,0.2
2017-11-27 08:35:00 PST,m29,0.2
2017-11-27 08:36:00 PST,m29,0.2
2017-11-27 08:37:00 PST,m29,0.2
2017-11-27 08:38:00 PST,m29,0.2
2017-11-27 08:39:00 PST,m29,0.2
2017-11-27 08:40:00 PST,m29,0.2
2017-11-27 08:41:00 PST,m29,0.2
2017-11-27 08:42:00 PST,m29,0.2
2017-11-27 08:43:00 PST,m29,0.2
2017-11-27 08:44:00 PST,m29,0.2
2017-11-27 08:45:00 PST,m29,0.2
2017-11-27 08:46:00 PST,m29,0.2
2017-11-27 08:47:00 PST,m29,0.2
2017-11-27 08:48:00 PST,m29,0.2
2017-11-27 08:49:00 PST,m29,0.2
2017-11-27 08:50:00 PST,m29,0.2
2017-11-27 08:51:00 PST,m29,0.2
2017-11-27 08:52:00 PST,m29,0.2
2017-11-27 08:53:00 PST,m29,0.2
2017-11-27 08:54:00 PST,m29,0.2
2017-11-27 08:55:00 PST,m29,0.2
2017-11-27 08:56:00 PST,m29,0.2
2017-11-27 08:57:00 PST,m29,0.2
2017-11-27 08:58:00 PST,m29,0.2
2017-11-27 08:59:00 PST,m29,0.2
2017-11-27 09:00:00 PST,m29,0.2
2017-11-27 09:01:00 PST,m29,0.2
2017-11-27 09:02:00 PST,m29,0.21333333333
2017-11-27 09:03:00 PST,m29,0.295
2017-11-27 09:04:00 PST,m29,0.295
2017-11-27 09:05:00 PST,m29,0.2
2017-11-27 09:06:00 PST,m29,0.2
2017-11-27 09:07:00 PST,m29,0.2
2017-11-27 09:08:00 PST,m29,0.2
2017-11-27 09:09:00 PST,m29,0.2
2017-11-27 09:10:00 PST,m29,0.2
2017-11-27 09:11:00 PST,m29,0.2
2017-11-27 09:12:00 PST,m29,0.29666666667
2017-11-27 09:13:00 PST,m29,0.67333333333
2017-11-27 09:14:00 PST,m29,0.7
2017-11-27 09:15:00 PST,m29,0.34666666667
2017-11-27 09:16:00 PST,m29,0.21166666667
2017-11-27 09:17:00 PST,m29,0.2
2017-11-27 09:18:00 PST,m29,0.28833333333
2017-11-27 09:19:00 PST,m29,0.21666666667
2017-11-27 09:20:00 PST,m29,0.2
2017-11-27 09:21:00 PST,m29,0.285
2017-11-27 09:22:00 PST,m29,0.21666666667
2017-11-27 09:23:00 PST,m29,0.2
2017-11-27 09:24:00 PST,m29,0.285
2017-11-27 09:25:00 PST,m29,0.21
2017-11-27 09:26:00 PST,m29,0.2
2017-11-27 09:27:00 PST,m29,0.29
2017-11-27 09:28:00 PST,m29,0.3
2017-11-27 09:29:00 PST,m29,0.3
2017-11-27 09:30:00 PST,m29,0.3
2017-11-27 09:31:00 PST,m29,0.20166666667
2017-11-27 09:32:00 PST,m29,0.20333333333
2017-11-27 09:33:00 PST,m29,0.29666666667
2017-11-27 09:34:00 PST,m29,0.2
2017-11-27 09:35:00 PST,m29,0.20833333333
2017-11-27 09:36:00 PST,m29,0.29333333333
2017-11-27 09:37:00 PST,m29,0.2
2017-11-27 09:38:00 PST,m29,0.21
2017-11-27 09:39:00 PST,m29,0.3
2017-11-27 09:40:00 PST,m29,0.28833333333
2017-11-27 09:41:00 PST,m29,0.21333333333
2017-11-27 09:42:00 PST,m29,0.3
2017-11-27 09:43:00 PST,m29,0.28333333333
2017-11-27 09:44:00 PST,m29,0.21666666667
2017-11-27 09:45:00 PST,m29,0.3
2017-11-27 09:46:00 PST,m29,0.28833333333
2017-11-27 09:47:00 PST,m29,0.215
2017-11-27 09:48:00 PST,m29,0.3
